,0,1,2,3,4,5,6
0,0.96,0.96,0.96,1.3090909090909093,5.05,3.4000000000000004,1.7
1,0.96,0.96,0.96,1.3090909090909093,5.05,3.4000000000000004,1.7
2,0.96,0.96,0.96,1.3090909090909093,5.05,3.4000000000000004,1.7
3,1.3090909090909093,1.3090909090909093,1.3090909090909093,1.9371900826446287,5.127272727272727,3.6590909090909087,1.7030303030303031
4,5.05,5.05,5.05,5.127272727272727,13.999999999999998,7.575,1.7000000000000002
5,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.6590909090909087,7.575,9.575,2.316666666666667
6,1.7,1.7,1.7,1.7030303030303031,1.7000000000000002,2.316666666666667,5.455555555555557
